Category,Price,ImageUrl,Address,Description,Detail Url
Commerciale et bureaux,"20,50 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D2774B06DDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"7070, Rue Jean-Talon Est, Montréal (Anjou)","RDC:3773 pi.ca. Mezzanine:2500 pi.ca. Total:6273 pi.ca. Taux Net 20,50$/pi.ca + Loyer additionnel 10,00$/pi.ca. L'électricité est exclus&payé par le locataire. Possibilité cuisine partagé. Gym/vestiaires commun (sous-sol) 1000 pi.ca. Terrasse (toit) 2500 pi.ca. à être construite. 25 espaces stationnement. Pylône & Enseigne corporative sur immeuble",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-anjou/22395874?view=Summary
Commerciale et bureaux,"14,06 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D298E1EDDDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"507, Place d'Armes, local 800, Montréal (Ville-Marie), Quartier Vieux-Montréal","Le loyer débutera à 14,06$ pc + tps/tvq, 1ère année & sera sujet à des augmentations annuelles. Le bailleur accordera une allocation monétaire allant jusqu'à 70,00$ pc + tps/tvq (incluant les travaux de base et améliorations locatives), sur un bail de 10 ans & sujet à l'approbation finale du bailleur. Opex & taxes foncières (est. 2021) 15,94$/pi.ca",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/21933111?view=Summary
Commerciale seulement,36 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA53FF0DDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"2122A, Rue Drummond, Montréal (Ville-Marie), Quartier Mille Carré Doré","Superbe local commercial au coeur du centre-ville, à côté du Ritz Carlton. Emplacement prestigieux avec une magnifique façade de pierre patrimoniale tout en harmonie avec des finissions modernes à l'intérieur. En construction, Livraison Avril 2023",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/26022490?view=Summary
Commerciale seulement,3 500 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCC065EBDDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"3962, boulevard Saint-Laurent, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal","Excellente opportunité de louer un espace commercial au coeur du Plateau. Excellent score de marche et emplacement recherché. Les grandes fenestrations offrent une excellente visibilité et de la lumière naturelle tout au long de la journée. Idéal pour le commerce de détail, les services ou les bureaux. Restaurants/cafés conditionnels. Le local est d'environ 2251 pieds carrés, hauts plafonds, briques apparentes, mezzanine et rangement à l'arrière. À voir absolument!",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/18628808?view=Summary
Commerciale et bureaux,25 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA6C44DDDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"6422, boulevard Saint-Laurent, local 101, Montréal (Rosemont/La Petite-Patrie), Quartier Petite Italie","Local d'environ 2000 pieds carrés (RDC + Sous-sol) complètement aménagé situé stratégiquement dans le quartier Rosemont sur le boulevard St-Laurent. À proximité de plusieurs quartiers tel qu'Outremont, Villeray et le Plateau. Parfait pour plusieurs projets tel un bureau. Disponible pour le 1er Avril 2023.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-rosemont-la-petite-patrie/13150755?view=Summary
Bureaux seulement,2 000 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA53044DDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"4376, Avenue Papineau, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal",N.B.Seulement la location de bureaux est permise. Espace commercial au rez-de-chaussée avec une grande vitrine. Situé directement sur Papineau pour une exposition maximale. Emplacement facilement accessible la location de bureaux est permise,https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/22912164?view=Summary
Commerciale seulement,2 990 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCE6F082DDDDDDDDDDD&t=pi&w=320&h=240&sm=c,"1670, boulevard Saint-Joseph Est, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal","Local de 1600 pieds carrés à louer sur un coin de rue stratégique du Plateau Mont-Royal. Situé au rez-de-chaussée, le loyer dispose également d'un sous-sol de 80 pieds carrés et d'une place de stationnement à l'arrière du bâtiment. Anciennement occupé par un cabinet de dentiste, le local est idéal pour les professionnels de la santé. Disponible dès le 1er novembre 2022.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/13934260?view=Summary
Commerciale et bureaux,"16,06 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D299F365DDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"507, Place d'Armes, local 1704, Montréal (Ville-Marie), Quartier Vieux-Montréal","Le loyer débutera à 16,06$ pc + tps/tvq, 1ère année & sera sujet à des augmentations annuelles. Opex & taxes foncières (est. 2021) 15,94$/pi.ca. TEL QUEL.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/9690406?view=Summary
Commerciale et résidentielle,3 000 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCCAAE7FDDDDDDDDDDA&t=pi&w=320&h=240&sm=c,"7940, boulevard Saint-Michel, Montréal (Villeray/Saint-Michel/Parc-Extension), Quartier Saint-Michel","Local de plus de 2,500 pieds carres avec toilette privee et une sortie arriere faforisant le passage de materiel provenant du stationnement, local pouvant etre utilise pour une foule d activite. Plein de clients potentiels pour l occupant du a la garderie au RDC et plus 36 logements familiaux au 1er, 2 ieme et 3 ieme etage. Local bien en vue longeant l autoroute 40 et entoure de plein d autres commerces.Bail a discuter avec certaines conditions flexibles, Visite facile et venez visiter cela vous convaincra.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-villeray-saint-michel-parc-extension/10202835?view=Summary
Commerciale et bureaux,1 300 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA0A62EDDDDDDDDDDA&t=pi&w=320&h=240&sm=c,"2910, boulevard Saint-Joseph, local 1NM, Montréal (Lachine), Quartier Est","*Édifice à bureaux professionnel charmant et élégant situé sur le boul. St-Joseph. au coeur de Lachine avec vue magnifique sur le Lac Saint-Louis.* L'immeuble a été complètement renové au fil des années. Très bien entretenue, lumineux et bien insonorisé.",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-lachine/14615580?view=Summary
Commerciale seulement,40 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCE89CF9DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"6700, Rue Saint-Denis, local 2, Montréal (Rosemont/La Petite-Patrie), Quartier Petite Italie","Incroyable unité en Petite Italie et à proximité de certains des meilleurs restaurants et détaillants de la ville. À quelques pas du métro Beaubien, ce site est dans le rayon de Pizzeria Gema, Montreal Plaza, Mon Lapin et le marché Jean Talon, pour n'en nommer que quelques-uns. La livraison de l'unité est prévue pour juillet 2022. Loyer supplémentaire d'environ 15 $/pi2.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-rosemont-la-petite-patrie/15981055?view=Summary
Commerciale et bureaux,2 500 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCC15A8CDDDDDDDDDDD&t=pi&w=320&h=240&sm=c,"249, Rue Saint-Jacques, local SS2, Montréal (Ville-Marie), Quartier Vieux-Montréal",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/21117143?view=Summary
Commerciale seulement,2 500 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA91AF2DDDDDDDDDDD&t=pi&w=320&h=240&sm=c,"4207, Rue Notre-Dame Ouest, Montréal (Le Sud-Ouest), Quartier Saint-Henri/Petite Bourgogne","Situe dans le quartier dynamique de Saint-Henri, à quelques pas de toutes commodités, services et transport en commun. Espace commercial à louer sur la rue Notre-Dame dans un quartier en plein effervescence. Bâtisse avec pignon sur rue, idéal pour commerce de détail. Occasion unique d'ouvrir une nouvelle entreprise!",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-sud-ouest/24415751?view=Summary
Commerciale et bureaux,23 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC294BFFDDDDDDDDDDA&t=pi&w=320&h=240&sm=c,"731, Rue William, Montréal (Ville-Marie), Quartier La Cité du Multimédia","Nouvelle construction au coeur de Griffintown. Emplacement idéal avec d'incroyables locataires à proximité tels que IGA, Tejano BBQ, Place Carmin, Melisse, Moretti, Mercato, Communale, Il Miglio, The Ten Spot et bien d'autres. Possibilité de diviser. Il faut ajouter 15 $ par pied carré au prix demandé pour le loyer additionnel.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/23186261?view=Summary
Commerciale et bureaux,32 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA6C325DDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"5067, boulevard De Maisonneuve Ouest, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quartier Notre-Dame-de-Grâce",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-cote-des-neiges-notre-dame-de-grace/22987741?view=Summary
Commerciale et bureaux,3 500 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC4BC120DDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"5265, Rue Sherbrooke Ouest, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quartier Notre-Dame-de-Grâce","Visibilité en coin, fenêtres sur deux côtés juste à côté de la station-service Shell. Grande circulation dans la rue et à pied et proximité des transports en commun.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-cote-des-neiges-notre-dame-de-grace/28895609?view=Summary
Commerciale et bureaux,14 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCE6A953DDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"928, Rue Jean-Talon Ouest, Montréal (Villeray/Saint-Michel/Parc-Extension), Quartier Parc-Extension","Propriété à louer située sur Jean-Talon au deuxième étage. L'espace est 8100 pieds carrés et a été entièrement rénové. Très bien isolé contre le bruit. C'était un gymnase dans le passé. Peut potentiellement être divisé en plus petits espaces d'au moins 2000 pieds carrés. L'unité est située au-dessus d'une pharmacie Jean Coutu, ce qui en fait un endroit idéal pour une clinique, un bureau de dentiste ou un professionnel de tout genre.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-villeray-saint-michel-parc-extension/16393670?view=Summary
Bureaux seulement,1 200 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2967155DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"933, Rue Ontario Est, local 4-5, Montréal (Ville-Marie), Quartier Centre",3 bureaux disponible: 4-5-13,https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/13794374?view=Summary
Commerciale et bureaux,25 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCE71082DDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"2505, Rue des Nations, local CORRIDOR, Montréal (Saint-Laurent), Quartier Nouveau Saint-Laurent/Bois-Franc",Loyer additionnel Taxes : 6.88$ par année par pi2 Loyer additionnel Opex : 5.73$ par année par pi2,https://www.centris.ca/fr/local-commercial~a-louer~montreal-saint-laurent/11298348?view=Summary
Bureaux seulement,"14,50 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D22FBC65DDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"4220, Rue de Rouen, local 420, Montréal (Mercier/Hochelaga-Maisonneuve), Quartier Hochelaga-Maisonneuve",,https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-mercier-hochelaga-maisonneuve/21433544?view=Summary
Commerciale et bureaux,2 600 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCEF3D20DDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"610, Rue Jarry Est, Montréal (Villeray/Saint-Michel/Parc-Extension), Quartier Villeray",Bureaux clé en main à louer 1125pc avec 3 bureaux fermés et une cuisinette. À proximité des Stations de Métro Jarry et Crémazie. Disponible maintenant. Walk Score de 86 et Bike Score de 99.,https://www.centris.ca/fr/local-commercial~a-louer~montreal-villeray-saint-michel-parc-extension/14365882?view=Summary
Commerciale et bureaux,1 950 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCAFC853DDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"7673, Rue Centrale, Montréal (LaSalle)",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-lasalle/21797772?view=Summary
Commerciale seulement,1 200 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA858E9DDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"4040, boulevard Saint-Laurent, local C, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal","De la section I.3 des règlements, voir ci-dessous pour le texte réel, voici une traduction: Rez-de-chaussée utilisé pour des activités commerciales, à l'exclusion des bars qui sont interdits, et à l'exclusion des activités qui produiraient de mauvaises odeurs ou du bruit. ""Quant au rez-de-chaussée formant la partie dont l'entrée principale est le 4040 St-Laurent, il pourra être utilisé à des fins commerciales, à l'exclusion des bars qui sont interdits et à l'exclusion de commerces ou de service d'où il émanerait des odeurs désagréables ou de bruit de quelque origine que ce soit pouvant être perçus par les copropriétaires des étages supérieur",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/21583506?view=Summary
Commerciale et bureaux,14 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC2E5008DDDDDDDDDD0&t=pi&w=320&h=240&sm=c,"352, Rue Chabanel Ouest, local A, Montréal (Ahuntsic-Cartierville), Quartier Ahuntsic Ouest","Espace disponible au 3ème étage du bâtiment. L'espace est idéal pour un bureau, commerce de détail, médical, salle d'exposition, studio de fitness ou similaire.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ahuntsic-cartierville/13140515?view=Summary
Commerciale seulement,2 250 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC200ED2DDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"7452, boulevard Maurice-Duplessis, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Quartier Rivière-des-Prairies",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-riviere-des-prairies-pointe-aux-trembles/19679174?view=Summary
Bureaux seulement,560 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCD23ED6DDDDDDDDDD0&t=pi&w=320&h=240&sm=c,"9200, Rue Sherbrooke Est, local 217, Montréal (Mercier/Hochelaga-Maisonneuve), Quartier Mercier",Espace de bureau au 2e étage de 840 p.c. dans un centre commercial avec emplacement de choix situé sur la rue achalander de Sherbrooke est. Stationnement généreux et accès facile. A ne pas manquer! (Matricule: 0252-71-1660-8-000-0000),https://www.centris.ca/fr/local-commercial~a-louer~montreal-mercier-hochelaga-maisonneuve/13587133?view=Summary
Bureaux seulement,1 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D28E3096DDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"2060, Rue de la Montagne, local 304, Montréal (Ville-Marie), Quartier Mille Carré Doré","Spectaculaire bureau ""Plug & Play"" à sous-louer. Bureau entièrement meublés et bien aménagés au cur du centre-ville de Montréal. Aménagement fonctionnel et efficace comprenant plusieur bureaux fermés, salles de conférence et espace de travail à aire ouverte. Stratégiquement situé à proximité de tous services, commodités et transports en commun.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/19232331?view=Summary
Bureaux seulement,990 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC20F7FEDDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"1760, Rue Atateken, local A, Montréal (Ville-Marie), Quartier Village","Dans belle bâtisse 2 bureaux cote à cote à louer d'environ 900 pieds carrés. Très lumineux et calme. Hauts plafonds, belle salle d'attente ainsi qu'une excellente localisation près des stations de métro Beaudry et Berri-UQAM sur rue achalandée avec stationnement facile pour la clientèle. Un stationnement disponible en sus. Présence d'une compagnie d'arpentage et Étude notaire pour des relations d'affaires. Disponible de suite",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/24480251?view=Summary
Commerciale et bureaux,"24,75 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D2A87142DDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"3555, Rue Berri, local 201, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/22451489?view=Summary
Commerciale et bureaux,20 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA650EBDDDDDDDDDDA&t=pi&w=320&h=240&sm=c,"366, Avenue Lafleur, local 206, Montréal (LaSalle)","Unité de coin lumineuse au 2ème et dernier étage qui inclut hydro, électricité et 1 espace de stationnement. Situé dans un centre professionnel avec plusieurs autres entreprises. Belle opportunité pour une jeune entreprise !",https://www.centris.ca/fr/local-commercial~a-louer~montreal-lasalle/13654290?view=Summary
Commerciale et bureaux,"15,43 $",https://mspublic.centris.ca/media.ashx?id=ADDD250DCA89804DDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"507, Place d'Armes, local 1211, Montréal (Ville-Marie), Quartier Vieux-Montréal","Le loyer débutera à 15,43$ pc + tps/tvq, 1ère année & sera sujet à des augmentations annuelles. TEL QUEL. Opex & taxes foncières (est. 2022) 16,57$/pi.ca. Allocation locative à négocier",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/15395311?view=Summary
