Page,Url,Image,Portion,Cooking Time,Title,Content,Ingredients,Recipe Yield
1,https://www.bucataras.ro/retete/cartofi-noi-in-sos-de-rosii-96511.html,https://www.bucataras.ro/uploads/modules/news/96511/656x440_cartofi-noi-in-sos-de-rosii-635859.jpg,4,90,Újburgonya paradicsomszószban,"Szeretek krumplit enni, de az újat még jobban szeretem. Szerettem volna egy gyors és ízletes receptet újburgonyával nagyböjtre, ezért arra gondoltam, hogy paradicsommal kombinálom. Nagyon finomak lettek! Kivettünk néhány ecetes uborkát a hidegből, és nagyon jól étkezett. Tálalhatjuk sajttal a tetején, zöldekkel vagy ideális köret lehet egy steak, húsgombóc, máj stb.","1,5 kg új, kisebb burgonya
1 kis hagyma
2 gerezd fokhagyma
1 doboz hámozott kockára vágott paradicsom
szárított oregánó
só
bors
1 evőkanál olívaolaj
zöld petrezselyem","1) Ha szereted, használhatsz paprikát.
2) Bármilyen gombát használhat, ami kéznél van.
3) Tegyél a töltelékhez egy nyers hagymát, és a paprika/sarmale különleges ízű lesz.
4) Paradicsomlé helyett használhatunk 2-3 evőkanál paradicsompürét vagy friss paradicsomot.
5) Formázáskor ne szorítsuk túl erősen a sarmaleseket, nehogy megrepedjenek főzés közben.
6) Amikor a víz lecsökken, adjon hozzá még, ha szükséges, hogy mindig ellepje és jól forralja fel.
7) Sarmaleshez használhatunk édes/savanyú káposztát vagy tormát, steviát vagy tormalevelet is!
8) Friss paprikát is használhatunk, de meg kell tisztítani a gerincétől, és enyhén sóval vízben leforrázni, mielőtt megtöljük.
9) Főzéskor használhatunk egy szál szárított kakukkfüvet vagy kaprot (vagy zöldet is), ha szeretjük.
10) A paprikát/sarmalet tejszínnel is tálalhatod, de már nem lesz gyors!"
1,https://www.bucataras.ro/retete/reteta-de-mancare-de-post-din-cuburi-de-soia-96684.html,https://www.bucataras.ro/uploads/modules/news/96684/656x440_reteta-de-mancare-de-post-din-cuburi-de-soia-637979.jpg,3,60,Gyorsétterem recept szójakockából,"Szerintem nem árt egy szója ételnek, főleg ha jó!","A szójakockából készült böjt recept hozzávalói:
100 g texturált szójakocka
4 nagy hagyma
1 kanál füstölt paprika
1 evőkanál teli húsleves
Őrölt feketebors
Só
50 ml olajat
1 babérlevél
2 gerezd zúzott fokhagyma
1 sárgarépa
70-100 g paszternák",1) Víz helyett zöldségleves is használható.
1,https://www.bucataras.ro/retete/reteta-de-sarmalute-de-post-cu-ciuperci-si-pasat-96689.html,https://www.bucataras.ro/uploads/modules/news/96689/656x440_sarmalute-de-post-cu-ciuperci-si-pasat-638030.jpg,8,120,"Nagyböjt sarmalute receptje, gombával és sajttal","Sok nemzet nemzeti élelmiszernek tartja a sarmale-t. Lényegében az elkészítés módjában és a felhasznált összetevőkben különböznek. A törökök, akiktől állítólag ezt az ételt kaptuk, nem használnak sertéshúst, sonkát vagy szalonnát, így az elkészítési és tálalási módját tekintve nemzeti ételnek mondható. Nagymamám nagyböjtre sarmálokat készített, szárított gombával táblán, pasáttal (Moldovában hívják kruppost) Fogadjátok meg, hogy kiválóak voltak! Ezúttal a böjti sarmalutes receptje jutott eszembe, gombával és pasáttal, némi böjt sarmalutes, őrölt ghebével és cirokliszttel (pasat/croupot nem találtam a piacon), savanyú káposztalevélbe csomagolva.","A nagyböjti kolbász recept hozzávalói, gombával és sajttal
1-2 savanyú káposzta (mérettől függően)
1 800 ml-es üveg őrölt gomba (vagy 500 g csiperkegomba)
1-2 hagyma
2 sárgarépa gyökér
1 petrezselyem gyökér
1 friss paradicsom (elhagyható)
100-150 ml paradicsomlé (vagy paradicsompüré)
napraforgóolaj a zöldségek párolásához
250-300 g kukoricaliszt, panírozva
konyhai só, ízlés szerint
őrölt bors, ízlés szerint
paprika, ízlés szerint
chili, tálaláshoz (elhagyható)","1) A gombás és petrezselymes nagyböjti sarmalute recept sikere érdekében tartsa szem előtt a következőket:
2) Ha szereted, használhatsz paprikát.
3) Bármilyen gombát használhat.
4) Adjunk hozzá nyers hagymát a töltelékhez, és a sarmales különleges ízű lesz.
5) Paradicsomlé helyett használhatunk 1-2 evőkanál paradicsompürét.
6) Formázáskor ne szorítsuk túl erősen a sarmaleseket, hogy minél jobban felforrjanak.
7) Ha a káposztalevél vastagabb vagy eres, akkor a kés hátával nyomja meg anélkül, hogy eltörné.
8) Amikor a víz csökken, adjunk hozzá még, hogy mindig ellepje és ne száradjon ki.
9) A sarmaleshez használhatunk édes káposztát vagy szőlőleveleket, tormát, steviát vagy tormát is!
10) Főzéskor használhatunk szárított kakukkfüvet vagy kaprot (vagy zöldet), ha szeretjük.
11) A sarmales-t tejszínnel is tálalhatod, de már nem lesz gyors!"
2,https://www.bucataras.ro/retete/tocanita-cu-ciuperci-de-padure-93230.html,https://www.bucataras.ro/uploads/modules/news/93230/656x440_tocanita-cu-ciuperci-de-padure-598246.jpg,4,60,Pörkölt erdei gombával,"Pffff, a gomba nélkülözhetetlen a spájzban, a Casa Zmeilor hűtőjében 😉 - Száraz, konzerv, fagyasztott és különösen friss!","Erdei gomba (sárgagomba, gomba, gomba) sós lében kb. 800 g,
Zöldhagyma 1 link,
Zöld fokhagyma 1 link,
Friss kapor 1 csokor,
olívaolaj 2 evőkanál,
paprika 1 evőkanál,
babérlevél 1 db,
Frissen őrölt bors 1 teáskanál,
Demisc fehérbor 250 ml.","1) A gombás és petrezselymes nagyböjti sarmalute recept sikere érdekében tartsa szem előtt a következőket:
2) Ha szereted, használhatsz paprikát.
3) Bármilyen gombát használhat.
4) Adjunk hozzá nyers hagymát a töltelékhez, és a sarmales különleges ízű lesz.
5) Paradicsomlé helyett használhatunk 1-2 evőkanál paradicsompürét.
6) Formázáskor ne szorítsuk túl erősen a sarmaleseket, hogy minél jobban felforrjanak.
7) Ha a káposztalevél vastagabb vagy eres, akkor a kés hátával nyomja meg anélkül, hogy eltörné.
8) Amikor a víz csökken, adjunk hozzá még, hogy mindig ellepje és ne száradjon ki.
9) A sarmaleshez használhatunk édes káposztát vagy szőlőleveleket, tormát, steviát vagy tormát is!
10) Főzéskor használhatunk szárított kakukkfüvet vagy kaprot (vagy zöldet), ha szeretjük.
11) A sarmales-t tejszínnel is tálalhatod, de már nem lesz gyors!"
2,https://www.bucataras.ro/retete/orez-cu-broccoli-93242.html,https://www.bucataras.ro/uploads/modules/news/93242/656x440_orez-cu-broccoli-598407.jpg,6,60,Rizs brokkolival,"Ha odakint felmelegedett az idő, egy könnyű nyári étkezés a helyénvaló.","1 csokor brokkoli
1 hagyma
2 gerezd fokhagyma
1 csésze rizs
só
bors","1) A gombás és petrezselymes nagyböjti sarmalute recept sikere érdekében tartsa szem előtt a következőket:
2) Ha szereted, használhatsz paprikát.
3) Bármilyen gombát használhat.
4) Adjunk hozzá nyers hagymát a töltelékhez, és a sarmales különleges ízű lesz.
5) Paradicsomlé helyett használhatunk 1-2 evőkanál paradicsompürét.
6) Formázáskor ne szorítsuk túl erősen a sarmaleseket, hogy minél jobban felforrjanak.
7) Ha a káposztalevél vastagabb vagy eres, akkor a kés hátával nyomja meg anélkül, hogy eltörné.
8) Amikor a víz csökken, adjunk hozzá még, hogy mindig ellepje és ne száradjon ki.
9) A sarmaleshez használhatunk édes káposztát vagy szőlőleveleket, tormát, steviát vagy tormát is!
10) Főzéskor használhatunk szárított kakukkfüvet vagy kaprot (vagy zöldet), ha szeretjük.
11) A sarmales-t tejszínnel is tálalhatod, de már nem lesz gyors!"
2,https://www.bucataras.ro/retete/ghiveci-de-legume-varianta-de-primavara-93322.html,https://www.bucataras.ro/uploads/modules/news/93322/656x440_ghiveci-de-legumevarianta-de-primavara-599584.jpg,3,60,Zöldségcserepek (tavaszi változat),"Ha van néhány zöldségmaradvány a hűtőből vagy a fagyasztóból, finom edényt készíthet.","1 vöröshagyma
1 sárgarépa
200 g zöldbab (fagyasztott)
300 gramm káposzta
1 új burgonya
só
őrölt feketebors
édes/csípős paprika
kakukkfű
oregano
zöld kapor
1 babérlevél
200 gr tört paradicsom
2 evőkanál olaj","1) hozzáadhat bármilyen zöldséget, ami a ház körül van
2) tálaljuk az edényt főételként vagy köretként grillsütő mellé"
2,https://www.bucataras.ro/retete/ciuperci-pleurotus-facute-tocanita-93395.html,https://www.bucataras.ro/uploads/modules/news/93395/656x440_ciuperci-pleurotus-facute-tocanita-600387.jpg,4,60,Pörköltnek készült Pleurotus gomba,"Gyors, jóllakó falat és Zmeișor íze! Hagyja félre a húst, időnként! ;)--","Pleurotus gomba kb. 600 g,
Zöldhagyma 1 link,
Fokhagyma 5 gerezd,
Kapia paprika 1 db,
Friss kapor 1 csokor,
Friss petrezselyem 1 csokor,
Unisol hidegen sajtolt napraforgóolaj 3 evőkanál,
tengeri só 1 evőkanál,
Frissen őrölt bors 1 teáskanál,
paprika 1 evőkanál,
Demisec fehérbor 300 ml,
Hideg víz kb. 500 ml.","1) hozzáadhat bármilyen zöldséget, ami a ház körül van
2) tálaljuk az edényt főételként vagy köretként grillsütő mellé"
2,https://www.bucataras.ro/retete/noodles-cu-legume-si-ciuperci-93429.html,https://www.bucataras.ro/uploads/modules/news/93429/656x440_noodles-cu-legume-si-ciuperci-600775.jpg,4,60,Tészta zöldségekkel és gombával,Lisztérzékenyek böjti napokon is fogyasztható recept,"Tészta 300 g
1 sárgarépa
1 piros kaliforniai paprika
1 sárga kaliforniai paprika
portobello gomba 200 g
édes chili szósz 300 ml
szójaszósz 20 ml
olaj 20 ml.","1) hozzáadhat bármilyen zöldséget, ami a ház körül van
2) tálaljuk az edényt főételként vagy köretként grillsütő mellé"
2,https://www.bucataras.ro/retete/fasole-verde-cu-ciuperci-si-rosii-93574.html,https://www.bucataras.ro/uploads/modules/news/93574/656x440_fasole-verde-cu-ciuperci-si-rosii-602550.jpg,3,60,Zöldbab gombával és paradicsommal,"Könnyű zöldséges étel, egészséges és ízletes, de nagyon könnyen elkészíthető.","500 g barna csiperkegomba
2-3 paradicsom
3-4 gerezd fokhagyma
400 gr fagyasztott zöldbab
só
őrölt feketebors
rozmaring
1 evőkanál olaj","1) hozzáadhat bármilyen zöldséget, ami a ház körül van
2) tálaljuk az edényt főételként vagy köretként grillsütő mellé"
2,https://www.bucataras.ro/retete/salata-de-vinete-cu-ardei-capia-93642.html,https://www.bucataras.ro/uploads/modules/news/93642/656x440_salata-de-vinete-cu-ardei-capia-603226.jpg,2,60,Padlizsán saláta paprikával,nyári receptek,"2 padlizsán
1 kaliforniai paprika vagy kaliforniai paprika
1/4 kis hagyma apróra vágva
2 gerezd zúzott fokhagyma
20 ml olívaolaj
1 teáskanál mustár
só
citromlé
apróra vágott petrezselyem (elhagyható)
koktélparadicsom (elhagyható, tálaláshoz)","1) hozzáadhat bármilyen zöldséget, ami a ház körül van
2) tálaljuk az edényt főételként vagy köretként grillsütő mellé"
2,https://www.bucataras.ro/retete/salata-de-vinete-cu-ardei-copt-de-post-93688.html,https://www.bucataras.ro/uploads/modules/news/93688/656x440_salata-de-vinete-cu-ardei-copt-de-post-603738.jpg,6,90,Padlizsán saláta sült paprikával (böjt),Nyári receptek,"2 padlizsán
3 kaliforniai paprika
1 vöröshagyma
100 ml olaj
só","1) hozzáadhat bármilyen zöldséget, ami a ház körül van
2) tálaljuk az edényt főételként vagy köretként grillsütő mellé"
2,https://www.bucataras.ro/retete/legume-in-stil-asiatic-93691.html,https://www.bucataras.ro/uploads/modules/news/93691/656x440_legume-in-stil-asiatic-603759.jpg,4,90,Ázsiai stílusú zöldségek,"Az édes-fűszeres a kedvencem, az ÉDESSÉGEK után ;) Ha ropogós zöldségekkel kombinálod, akkor őrület! Így pénteken ebédre ázsiai módra zöldség volt az étlapon.","500 g csiperkegomba
egy nagy hagyma
1/2 sárga kaliforniai paprika
1/2 piros kaliforniai paprika
1 teáskanál apróra vágott gyömbér
2-3 gerezd darált fokhagyma
2 evőkanál olívaolaj
100 g karcsú paszta
1 kis csésze víz 3-4 evőkanálhoz
2 teáskanál szója
2 evőkanál édes-fűszeres szósz
3-4 evőkanál paradicsomlé","1) Használhatja kedvenc gombáját.
2) az édes és csípős szósz mennyisége mindenki ízlése szerint módosítható."
2,https://www.bucataras.ro/retete/tocana-de-legume-93741.html,https://www.bucataras.ro/uploads/modules/news/93741/656x440_tocana-de-legume-604155.jpg,4,60,Zöldségpörkölt,"Ízletes étkezés nyári zöldségekkel, tele színekkel és vitaminokkal.","1 db sárgarépa
1 fehér hagyma
1 cukkini
1 piros kaliforniai paprika
1 zöld kaliforniai paprika
1 db paradicsom
1 db szarvashús
250 ml húsleves
1 szál kakukkfű
só, bors ízlés szerint
zöld petrezselyem
50 ml napraforgóolaj
100 ml vizet
1/2 csésze rizs","1) Használhatja kedvenc gombáját.
2) az édes és csípős szósz mennyisége mindenki ízlése szerint módosítható."
2,https://www.bucataras.ro/retete/curry-de-ciuperci-cu-lapte-de-cocos-93840.html,https://www.bucataras.ro/uploads/modules/news/93840/656x440_curry-de-ciuperci-cu-lapte-de-cocos-605270.jpg,2,30,Gombás curry kókusztejjel,"Gombás curry kókusztejjel, Bucataras módra ;)","500 g gomba
só
bors
2 evőkanál olaj
1 teáskanál darált gyömbér
2-3 gerezd fokhagyma
1 kis hagyma (elhagyható)
1 evőkanál curry fűszerkeverék
2 evőkanál kókusztej","1) Használhatja kedvenc gombáját.
2) az édes és csípős szósz mennyisége mindenki ízlése szerint módosítható."
2,https://www.bucataras.ro/retete/fasole-batuta-la-slow-cooker-crock-pot-94040.html,https://www.bucataras.ro/uploads/modules/news/94040/656x440_fasole-batuta-la-crock-pot-607577.jpg,3,120,Crock Pot lassú tűzhelyen felvert bab,"Tudod, mikor akarsz ""csak egy kicsit"" elmenni, és közben ebédre kész az étel? Gyerünk, tudod!:))) Ugye? Tegyünk mindent a Crock-Pot-ba!Én így csináltam a babbal:))))","300 g bab
1 hagyma
1 sárgarépa
1 paszternák gyökér
egy kis darab zeller
1 kaliforniai paprika
só
bors ízlés szerint
2-3 gerezd fokhagyma
2-3 szál tárkony
1/2 teáskanál köménypor
150 ml. olaj","1) Ne forraljuk fel a fokhagymát, tegyük a turmixgépbe, ha a bab kész."
2,https://www.bucataras.ro/retete/ghebe-cu-usturoi-la-cuptor-94169.html,https://www.bucataras.ro/uploads/modules/news/94169/656x440_ghebe-cu-usturoi-la-cuptor-609115.jpg,4,60,Ghebe fokhagymával a sütőben,"Szeptemberben a mogyoró csinált mogyorót, novemberben a mogyoró csinált ghebét.....A kertben a mogyoró mellett találtam ghebét, így egy tálcát megtöltöttem ghebével és betettem a sütőbe, csodálatos zöldségsült lett belőle. ..","púpos
fokhagyma
olaj
só
bors","1) Ne forraljuk fel a fokhagymát, tegyük a turmixgépbe, ha a bab kész."
2,https://www.bucataras.ro/retete/fasole-boabe-facaluita-94177.html,https://www.bucataras.ro/uploads/modules/news/94177/656x440_fasole-boabe-facaluita-609221.jpg,6,120,Facaluita bab,"Szeptemberben a mogyoró csinált mogyorót, novemberben a mogyoró csinált ghebét.....A kertben a mogyoró mellett találtam ghebét, így egy tálcát megtöltöttem ghebével és betettem a sütőbe, csodálatos zöldségsült lett belőle. ..","500 g bab
4-5 gerezd fokhagyma
100 ml olaj
vegetál
só
FELÜL:
1 kg hagyma
100 ml olaj
bors
só","1) Ne forraljuk fel a fokhagymát, tegyük a turmixgépbe, ha a bab kész."
2,https://www.bucataras.ro/retete/ghiveci-de-toamna-94178.html,https://www.bucataras.ro/uploads/modules/news/94178/656x440_ghiveci-de-toamna-609244.jpg,6,120,Őszi edények,"Szeptemberben a mogyoró csinált mogyorót, novemberben a mogyoró csinált ghebét.....A kertben a mogyoró mellett találtam ghebét, így egy tálcát megtöltöttem ghebével és betettem a sütőbe, csodálatos zöldségsült lett belőle. ..","1 vadhús
1 cukkini
5 kis hagyma
3 sárgarépa
1 paszternák gyökér
1 petrezselyem gyökér
1 kis tészta
2 paprika
2 fánk
5 burgonya
150 g sárgabab
150 g zöldbab
150 g borsó
400 g apróra vágott paradicsom levesben
1 csokor kapor
1 csokor petrezselyem
100 ml olaj
füstölt paprika
bors
só","1) Ne forraljuk fel a fokhagymát, tegyük a turmixgépbe, ha a bab kész."
2,https://www.bucataras.ro/retete/humus-cu-lupin-si-avocado-94256.html,https://www.bucataras.ro/uploads/modules/news/94256/656x440_humus-cu-lupin-si-avocado-610177.jpg,6,30,Hummus csillagfürttel és avokádóval,Böjt recept.,"250 gr csillagfürt bab sós lében (160 gr héj nélkül)
1/2 avokádó - 120 gr
15 ml citromlé
metélőhagyma, bazsalikom
1 gerezd fokhagyma
1 kanál majonéz
1/2 teáskanál köménypor
2 teáskanál kapribogyó ecetben
paprika
2 evőkanál olívaolaj","1) Ne forraljuk fel a fokhagymát, tegyük a turmixgépbe, ha a bab kész."
2,https://www.bucataras.ro/retete/ciulama-de-mix-de-ciuperci-de-padure-94279.html,https://www.bucataras.ro/uploads/modules/news/94279/656x440_ciulama-de-mix-de-ciuperci-de-padure-610406.jpg,4,90,Erdei gomba keverék leves,"Mint még soha, sok erdei gombát szedünk nálunk ;). Szedéskor uzsonnát készítettem, majd a fagyasztóban hagytam böjtölni. Így nem volt probléma a használatuk. Eddig nem készítettem gombás keverékből sem ciulamát, sem pörköltet. Nagyon jól sikerült!","500 g gomba
1 hagyma
2 evőkanál olaj
1 evőkanál lisztet
50 ml. Szójatej
1/2 láb. petrezselyem
só és bors ízlés szerint",1) A mandulatej helyett rosszul reagál a gombával.
2,https://www.bucataras.ro/retete/ghiveci-de-legume-94299.html,https://www.bucataras.ro/uploads/modules/news/94299/656x440_ghiveci-de-legume-610575.jpg,4,60,Zöldségedények,"Csináltam ma egy jó fazék zöldséget, mindenféle zöldséggel: sárgarépa, brokkoli, karfiol, zeller és padlizsán, a kertemből származó fokhagymával és fűszernövényekkel ízesítettem. :) Bár ez csak egy egyszerű zöldségpörkölt, nagyböjtre az ízlelőbimbóim teljesen elégedettek voltak.-","3 nagy sárgarépa
1 csokor brokkoli
1/2 kis karfiol
1 vadhús
1 zeller gyökér
egy marék különböző színű koktélparadicsom
1 nagy vöröshagyma
1 fej fokhagyma
só bors
száraz aromás fűszernövények keveréke: kakukkfű, kakukkfű, bazsalikom, menta, leustean
1 teáskanál kömény
paprika
olivaolaj
2-3 kanál csípős és édes szósz",1) A mandulatej helyett rosszul reagál a gombával.
2,https://www.bucataras.ro/retete/tocanita-de-cartofi-cu-ardei-copti-94349.html,https://www.bucataras.ro/uploads/modules/news/94349/656x440_tocanita-de-cartofi-cu-ardei-copti-611156.jpg,4,60,Burgonya ragu sült paprikával,"Tegnap elkészítettem ezt a könnyű és kellemes pörköltet, böjtöt, gazdaságos és egyszerű. Nem tettem bele több sült paprikát, nehogy elfedje a krumpli kellemes ízét, hanem csak plusz ízt vigyek. Zöldség lévén (amiből a sült paprika már kész volt, a fagyasztóban), az elkészítése nem tartott sokáig, majd egy meleg polentával az oldalakon jól éreztük magunkat. Ki mondta, hogy csak a kifinomult étel jó...?!","6-7 rózsaszín burgonya
4 sült paprika
1 nagy, sárga hagyma
3-4 gerezd fokhagyma
2 paradicsom (8-10 koktélparadicsom)
napraforgóolaj, temperáláshoz
só
bors
paprika
kakukkfű
1 csokor petrezselyemlevél","1) Rózsaszín burgonyát érdemes használni, amely főzés közben nem esik szét.
2) Vágja durvára a hagymát, a burgonyát és a paradicsomot. Ha ezeket a zöldségeket feldaraboljuk, akkor forrva összetörnek.
3) Ne adjunk hozzá túl sok vizet, csak annyit, hogy jól ellepje a burgonyát, úgy, hogy felforrjon, de hagyjon egy kis szószt is.
4) Mivel a sült paprika már készen van, csak pár percig kell forralni, alacsony lángon, az elkészítés vége felé, csak annyit, hogy ízét adja az ételnek.
5) A paradicsomot az elkészítés vége felé adjuk hozzá, hogy ne morzsolódjon, hanem csak megpuhuljon, és megadja a pörkölt jó ízét (édes vagy savanyú).
6) Ha akarod, adhatsz hozzá 1 evőkanál paradicsompürét."
